"id" "SNPnames" "RDA1" "PC1" "PC2" "PC3" "PC4" "CAP1" "MDS1" "MDS2" "MDS3" "MDS4" "corresponding_file"
1 "1364584438_833" -0.00709747694129313 -0.100604663790045 -0.0964151637173049 0.000191571006506857 0.0191936106135319 -0.0025397226425169 -0.0395183870016936 -0.0272021256335086 0.000728772065431583 -0.00912128184258972 "2R_T90.9x10s_1351142986_950_10_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
2 "1364569202_802" 0.008115948705562 -0.119682545886183 -0.0998686594230975 -0.0144723724522798 0.0519698326604053 0.00287702481300415 -0.04714428683088 -0.0281246933281052 -0.00341992678475474 -0.011702058050386 "2R_T90.9x10s_1351142986_950_10_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
3 "1364596608_20" 0.0197568216716853 -0.0957657937954007 -0.0306650559557398 -0.0262357209430521 -0.00235862578666897 0.0038052652423929 -0.0203687772265057 -0.00436276140151942 -0.0051215734027533 0.00047146732338429 "2R_T90.9x10s_1351142986_950_10_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
4 "1364633391_780" -0.022617282954612 -0.00255221898755163 -0.0707732381217785 0.0179951807870358 -0.0296211105805134 -0.00776293015698217 -0.000847769924549079 -0.0186056366885929 0.00605118095982408 0.0121713936425343 "2R_T90.9x10s_1351142986_950_10_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
5 "1364619950_145" -0.0828474362348915 0.143560953973277 -0.0290415277920666 0.0177916705711735 0.0638516338294516 -0.026672693563076 0.0491636568044265 -0.00729994253552555 0.00562492000097452 -0.00846769069640805 "2R_T90.9x10s_1351142986_950_10_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
6 "1364577741_164" -0.00852779931576917 0.0848339815933853 -0.0419028922729075 -0.0373089199054429 -0.0130072179642438 -0.00229303150264478 0.0257123642932134 -0.00760866631168484 -0.0100555339548027 0.00896257554619397 "2R_T90.9x10s_1351142986_950_10_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
7 "1364653970_404" -0.00905282210040443 0.0246492984361794 -0.0258156357591108 -0.00772999784929681 0.0450846408237718 -0.00283415404465897 0.00928040409517625 -0.00478291678067004 0.000311164105050252 -0.0154560378274624 "2R_T90.9x10s_1351142986_950_10_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
8 "1364572238_853" 0.0342216978815239 -0.074788379560565 -0.0626502021206289 0.0235584420078018 0.0157195287655436 0.0128156773632585 -0.0281704613068845 -0.0178126907017359 0.00866029566653705 -0.00900477273476009 "2R_T90.9x10s_1351142986_950_10_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
9 "1364618825_934" -0.0135850588086603 -0.0705121682037077 -0.0487260896832552 0.00255286591049503 0.0274174303491729 -0.00496460904681018 -0.02812355543867 -0.0137807761631321 0.002076400296403 -0.0110520974636221 "2R_T90.9x10s_1351142986_950_10_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
10 "1364613408_620" 0.00014845969466148 0.0747868535953658 -0.0381399873876628 -0.0254899472622259 -0.0540834079184571 3.99191800987093e-05 0.0204711087961144 -0.00872850758291389 -0.00511361247624395 0.00625959163585368 "2R_T90.9x10s_1351142986_950_10_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
