"id" "SNPnames" "rda_veganv2.4-3_axis1loading" "rda_veganv2.4-3_PC1" "rda_veganv2.4-3_PC2" "rda_veganv2.4-3_PC3" "rda_veganv2.4-3_PC4" "dbrda_veganv2.4-3_axis1loading" "dbrda_veganv2.4-3_MDS1" "dbrda_veganv2.4-3_MDS2" "dbrda_veganv2.4-3_MDS3" "dbrda_veganv2.4-3_MDS4" "corresponding_file"
1 "1364319609_344" -0.00399823394658358 0.0597398445448418 -0.0445643753695768 0.0290352180281405 0.00906894041168756 -0.00196603097805854 -0.0211418395589855 0.0200126282559157 0.000349981418787078 -0.0396222301318708 "IM_P90_1351142970_988_8_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
2 "1364284160_272" 0.0204778139144956 0.0487299878442604 0.0164839000300123 0.0124930041236662 0.0165586327777985 0.00927815516953908 -0.0107400502611624 -0.0075739471402321 0.00623210616504452 -0.00560870332927744 "IM_P90_1351142970_988_8_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
3 "1364248276_657" -0.0415493588747004 0.0325607423173897 0.00170759564517743 0.00713429120281209 0.0171938630308939 -0.0140543712026803 -0.00914597199494609 0.00137739152477353 0.00330182791262172 -0.00920637357078357 "IM_P90_1351142970_988_8_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
4 "1364298566_489" 0.0113314414471304 0.0210563190418028 -0.0271955371197356 -0.0209508222305628 0.0457967796521961 0.00407141990989007 -0.00625690490290241 0.00296081317178718 -0.00580904382772096 0.00908769646170134 "IM_P90_1351142970_988_8_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
5 "1364310280_488" 0.00829110818030947 0.00642261151725883 -0.024019926016274 0.0241673686909556 0.0086892670790026 0.00313120024083301 -0.000147638475444747 0.0117882275099932 0.00574780427876126 -0.00546982166966628 "IM_P90_1351142970_988_8_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
6 "1364250812_690" 0.0130350035131038 0.0275044719258474 0.0454493049149202 -0.00477502716961163 -0.0180496851659607 0.00615454303243884 -0.00724608109753796 -0.0115593405508051 -0.00889013600671984 -0.00664129535610517 "IM_P90_1351142970_988_8_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
7 "1364268256_329" -0.0039258178800015 0.024159677784551 -0.0366193132992338 0.0301930253927723 -0.0243141870548081 -0.00171650637615548 -0.000732966919267381 0.0132861796574547 0.0151010035415302 -0.00385111104556376 "IM_P90_1351142970_988_8_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
8 "1364243568_584" 0.0117256109802103 0.0278830240900118 0.0195353427739347 0.0104613878286774 0.00787073050142489 0.00553049603827116 -0.00549022964446668 -0.00812043352062493 -0.00382056822445058 0.000883800698878525 "IM_P90_1351142970_988_8_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
9 "1364317444_919" 0.0165347417059886 0.0260494913057786 0.0337310779812406 -0.00367923516073533 0.00250265262688422 0.0081448905787892 -0.010116523683328 -0.00813143690197124 0.0102324143637662 0.0169756407768759 "IM_P90_1351142970_988_8_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
10 "1364263984_775" 0.00121135742494656 0.0493425083694478 -0.00333774225406261 0.0153477483931345 -0.0239034439108554 0.000619869831438787 -0.0132941952477836 -0.00196437024657585 0.00814324042552807 0.00894995164907699 "IM_P90_1351142970_988_8_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
