"id" "SNPnames" "RDA1" "PC1" "PC2" "PC3" "PC4" "CAP1" "MDS1" "MDS2" "MDS3" "MDS4" "corresponding_file"
1 "1364294263_14" -0.0208930347312648 0.0907271102754934 0.0357409581892784 -0.00891237078519468 -0.00252735008228537 -0.0043129718551136 0.0163260892703876 -0.000923758375355253 0.00072500039825286 0.00349522713783388 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
2 "1364260488_180" 0.0314194212540962 0.0999411716949336 -0.0194616214816954 -0.0201354506479826 -0.0382953810304833 0.00945691591213363 0.0247098204428732 -0.0115306565551779 -0.000500620274827288 -0.0035492633498089 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
3 "1364316245_63" -0.0103690915692098 0.047577179622196 0.037557119756927 0.0187541758743277 -0.0396106488461362 -0.00276357672178551 0.012015716124435 -0.004044606431362 -2.49808104769673e-05 -0.00940221313975799 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
4 "1364273416_926" 0.0347129575017062 0.0432286830144521 0.0291070594168864 -0.0033457494766657 -0.0248371399214476 0.00626716103090728 0.00697798885236373 0.00220038681047218 -0.0024334070335084 -0.00244736404370381 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
5 "1364286213_360" -0.0176261248236715 0.0135568160992336 -0.0272201568716594 -0.0291243512683198 -0.0036873805059365 -0.00336825407443452 0.0013559040737317 -0.00854592203228853 0.000210964600188116 0.00565798816718266 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
6 "1364319283_850" 0.00169641118955066 0.0331807192056154 0.0513684005230382 0.00179069342539166 -0.0581338232439668 0.000468709601187977 0.00972435683302963 -0.00745900544532072 -0.0117950856554501 0.0072257808125497 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
7 "1364249789_833" -0.0172421115984671 0.0377129401000047 -0.0027608381965572 0.00710795219316596 -0.0476052813564793 -0.00604772841666124 0.0109329625610778 -0.024989870293075 -0.00729625327475578 0.00503592449292969 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
8 "1364308738_106" 0.0250889518509693 0.0712989259461689 0.0132034070895818 0.0127314818258304 0.00641634403689414 0.00755151108797885 0.0192481017105799 -0.000418038235186713 -0.0016448496975959 -0.00784669336535266 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
9 "1364293379_723" 0.0274915296337635 0.0425296827549899 -0.00394398687798824 -0.0194044929961209 0.00469268375543297 0.00948414451811879 0.0125985521256813 -0.00545824293668815 -0.00696520636236958 0.0110426465866383 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
10 "1364247898_339" -0.00694722019153637 0.0415207261449466 0.0609339599451549 0.0143497359242385 -0.0334907766769897 -0.00169591371529505 0.0101505785375928 -0.0112858012762331 -0.00917794141192325 -0.0092331916403592 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
11 "1364240809_937" 0.023480244359789 0.089474928020284 0.020396554168854 -0.00434865678761689 -0.0167336585670907 0.00736143923257038 0.0244591063027834 0.000900354526011616 0.000103484220330497 -0.00641777602725879 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
12 "1364309600_664" 0.0297877107250766 0.0809846334066978 -0.0608042331865538 0.00410223993368666 0.0193763523361804 0.00923567649437966 0.0190594245137095 -0.00175826354021611 -0.00891635374615892 -0.00134349401410767 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
13 "1364311471_625" -0.0527383087881728 0.0521576195594772 -0.0013638470623569 0.0228765719732423 0.00211306839275843 -0.0186102009628246 0.0157930464086877 0.00268736924284162 0.00522531814222785 -0.00102533011258174 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
14 "1364307159_706" 0.0236685881065373 0.0993142475606617 -0.0449866001633694 -0.0638072684392337 -0.0518406765025 0.00656398021012819 0.0218311528510131 0.00253483551469406 -0.000793120933406017 -0.0039787299019219 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
15 "1364294853_124" 0.0518921728181882 0.0217452800787975 -0.0439973091381501 0.0202338887329563 0.0248425609378545 0.0147024367622386 0.00247225440186339 0.00248497821466692 0.00243393827330031 0.0046549320600005 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
16 "1364301118_463" 0.010088420655853 0.095037900806128 0.00528899016217171 -0.0428918025938011 0.0424984351429184 0.0035550955947423 0.0293805518399546 -0.00443203566276085 -0.00211572815343642 -0.0105083180417666 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
17 "1364263018_951" -0.0227309012702279 0.0563684483573581 0.0170145437921032 0.0387464678240897 -0.0415969044943943 -0.00748700838701948 0.0166191812189996 -0.00441464982513603 0.00310264577662205 -0.0240275241046111 "IM_P90_1351142986_950_12_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
