"id" "SNPnames" "rda_veganv2.4-3_axis1loading" "rda_veganv2.4-3_PC1" "rda_veganv2.4-3_PC2" "rda_veganv2.4-3_PC3" "rda_veganv2.4-3_PC4" "dbrda_veganv2.4-3_axis1loading" "dbrda_veganv2.4-3_MDS1" "dbrda_veganv2.4-3_MDS2" "dbrda_veganv2.4-3_MDS3" "dbrda_veganv2.4-3_MDS4" "corresponding_file"
1 "1364600140_17" -0.021735130562734 -0.0180723596603439 -0.0955670006335199 -0.0799686386113116 0.0158509093987978 -0.00821257492935733 -0.00727421020701585 0.0407883560386823 0.0112506165712349 0.00488875925991933 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
2 "1364633390_254" -0.0442311236719967 0.09337521145238 -0.0933482351983925 -0.0090267683350168 0.0564541678466374 -0.0132101717546616 0.0281739200272481 0.0158110461753297 0.0195281360367791 0.0137634075383028 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
3 "1364616811_539" 0.0248674157405131 -0.150062212202271 -0.0777096509862128 0.0283989183656277 0.0188834765492239 0.00785327723449603 -0.0476471527834756 0.00503754594799924 0.0211847426581523 0.00457849893524699 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
4 "1364577527_96" 0.00507129748707003 0.0344042553333285 -0.0893912238542843 -0.03262747471223 -0.0346309093924264 0.00179496023428612 0.0136751484375441 0.0214190544749925 0.0130613084488823 -0.0123266380674784 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
5 "1364593825_676" -0.00564058712556085 -0.0686723199428255 -0.0294008035641689 -0.0640704233840036 -0.0305750752971852 -0.0021268601754176 -0.0275610069811529 0.025762465237089 -0.00292393754302548 -0.0116037994759332 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
6 "1364598366_381" -0.0209398311532795 0.0795127657842001 -0.0624829479407481 -0.0760277295525272 0.0344817840558817 -0.00771781674258017 0.0322166616247837 0.0338050555794899 0.00343333715295099 0.0106308150220653 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
7 "1364657101_141" -0.0771994358176081 0.0069765725638691 -0.0300851584852934 -0.0835335558775107 0.0526208689681749 -0.0288438844739992 0.00288153491002086 0.0328429836051927 -0.00572788458044682 0.0191346715711111 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
8 "1364589472_21" 0.0742662615189411 -0.107320685476678 -0.0594147585389846 0.0314694297012741 -0.0426253689100354 0.0280913052750571 -0.0423427995297455 0.000254890614918684 0.0174251468612155 -0.0170192927811343 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
9 "1364564872_699" 0.0159576540422972 0.0711504703517116 -0.0398038107507572 0.0489133360946397 0.0249519758442636 0.00490027574066752 0.0233540660526775 -0.00382695927151663 0.0153081014681793 0.00872823795652903 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
10 "1364657449_616" -0.0545405175799447 -0.0109946804090069 -0.0806246865376223 -0.0251659302685905 -0.00814180423066099 -0.0199882083272362 -0.00380231441846467 0.0223015652683007 0.0165157097252203 -0.00437666922244567 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
11 "1364612905_853" -0.000153334407688028 0.0220823396657388 -0.0692657032782488 -0.0242158852396493 0.000734031621963372 -4.24949526164994e-05 0.00729159047958437 0.0145994872762489 0.0105824078449165 -0.00045899184702757 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
12 "1364613963_301" 0.00516348506078227 0.0459547550449565 -0.0862821268016442 0.0632992713151339 -0.0394101067847317 0.00180749104238427 0.015909380366729 -0.000450161924475693 0.0305492085866691 -0.0139232024630062 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
13 "1364663809_954" 0.019029824912709 0.0164258729096835 -0.0540216179658243 0.0265568317389039 0.0777340114122284 0.00641520165383604 0.0065144699880404 0.00110373357842114 0.0145345891695576 0.0241333570904406 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
14 "1364682418_482" 0.0306841591493363 0.00128639894554912 -0.0741285859507698 0.0116822122211172 0.0106467364979459 0.00751152760025598 0.000957884391842159 0.00707461275721398 0.0141725572071881 0.00116386112725759 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
15 "1364608938_331" -0.0425200075187867 -0.0329657483279385 -0.024415059793345 -0.102215545222623 -0.000448613947631438 -0.0132671312192953 -0.0100940207859554 0.0283334041027909 -0.0104818928384387 0.00048450589488639 "1R_R90_1351142970_988_5_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
