"id" "SNPnames" "load.rda" "emp.p_r" "emp.q_r" "emp.p_r_log" "cand.rda25" "cand.rda3" "load.dbrda" "emp.p_db" "emp.q_db" "emp.p_db_log" "cand.dbrda25" "cand.dbrda3" "corresponding_file"
1 "1364516064_686" 0.0530113902212262 0.26010101010101 0.968078199270139 "FALSE" "FALSE" "FALSE" 0.0267715660178897 0.20989898989899 0.966220895505853 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
2 "1364517231_239" -0.000656578514020366 0.989090909090909 0.992086289979148 "FALSE" "FALSE" "FALSE" -0.000310456084452378 0.988282828282828 0.99688659272676 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
3 "1364561152_678" -0.0191095488115964 0.685555555555555 0.988419184948083 "FALSE" "FALSE" "FALSE" -0.0100595470945467 0.628282828282828 0.99231557568234 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
4 "1364524359_82" 0.0817063877443511 0.0823232323232324 0.902276091555977 "FALSE" "FALSE" "FALSE" 0.0420609847435015 0.055959595959596 0.874133710282279 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
5 "1364555910_747" 0.0306329715483015 0.514949494949495 0.984343279459946 "FALSE" "FALSE" "FALSE" 0.0110396209628711 0.597070707070707 0.991576248309793 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
6 "1364586994_542" 0.0581849656515046 0.218181818181818 0.96183738447096 "FALSE" "FALSE" "FALSE" 0.0255407211384329 0.23010101010101 0.969641863297253 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
7 "1364546636_970" 0.0304664084263944 0.517979797979798 0.984444279628737 "FALSE" "FALSE" "FALSE" 0.00803107856061277 0.692020202020202 0.993620872405687 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
8 "1364569738_784" -0.0207353100089934 0.661212121212121 0.988027819427743 "FALSE" "FALSE" "FALSE" -0.0110557064603121 0.596262626262626 0.991556094675447 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
9 "1364601089_69" 0.00545812252484768 0.908383838383838 0.991440589989013 "FALSE" "FALSE" "FALSE" 0.00274082301978538 0.892222222222222 0.996520231484107 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
10 "1364656683_910" -0.02261810873082 0.632323232323232 0.987402594128525 "FALSE" "FALSE" "FALSE" -0.0120611436746095 0.563232323232323 0.990683609217781 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
11 "1364710248_533" 0.0781023836278127 0.0964646464646465 0.915624703119784 "FALSE" "FALSE" "FALSE" 0.0369048034278465 0.0906060606060606 0.919538120322123 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
12 "1364584931_188" -0.0559327191348393 0.233535353535353 0.964373453067262 "FALSE" "FALSE" "FALSE" -0.0258056202151172 0.226565656565657 0.96908558897452 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
13 "1364578876_869" -0.0286871799734737 0.543232323232323 0.98506273874254 "FALSE" "FALSE" "FALSE" -0.0111456947020833 0.592626262626263 0.991464733450217 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
14 "1364552258_221" 0.10904111799004 0.0174747474747474 0.664103877368597 "FALSE" "FALSE" "FALSE" 0.058153810678172 0.00949494949494945 0.540727662434745 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
15 "1364523269_486" 0.0218635783354546 0.642323232323232 0.987625291920315 "FALSE" "FALSE" "FALSE" 0.0103727278776794 0.616464646464646 0.992044315084415 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
16 "1364600805_864" -0.0395731582297123 0.401616161616162 0.979736801283135 "FALSE" "FALSE" "FALSE" -0.021099719314806 0.313838383838384 0.979253481452369 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
17 "1364555522_150" 0.00177853021437165 0.97020202020202 0.991999114979939 "FALSE" "FALSE" "FALSE" 0.000949566129855285 0.962323232323232 0.99688659272676 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
18 "1364646429_313" -0.0458975979601046 0.327171717171717 0.974827052762792 "FALSE" "FALSE" "FALSE" -0.0186281650403606 0.37010101010101 0.983063152568731 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
19 "1364561047_1000" 0.00443322970930556 0.925151515151515 0.991628462958532 "FALSE" "FALSE" "FALSE" 0.00235509097176218 0.906363636363636 0.996567118610125 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
20 "1364583831_417" 0.0239225730299645 0.614747474747475 0.986993889927003 "FALSE" "FALSE" "FALSE" 0.0128410903694918 0.54020202020202 0.990377427224102 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
21 "1364567356_691" -0.110777786574102 0.0152525252525253 0.633008390233244 "FALSE" "FALSE" "FALSE" -0.041605886906738 0.0591919191919192 0.880281998620949 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
22 "1364621795_229" -0.0108955504357667 0.814949494949495 0.990253789700441 "FALSE" "FALSE" "FALSE" -0.00576110933998489 0.776969696969697 0.995031505333386 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
23 "1364536603_996" 0.0141679825132344 0.75979797979798 0.989417969398298 "FALSE" "FALSE" "FALSE" 0.00617100860773431 0.76010101010101 0.994776184279011 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
24 "1364524385_918" -0.0611846621371464 0.194545454545455 0.957185641168088 "FALSE" "FALSE" "FALSE" -0.0298725796970699 0.163333333333333 0.956399294181269 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
25 "1364503540_229" 0.0962186648696379 0.038989898989899 0.815904602685019 "FALSE" "FALSE" "FALSE" 0.0495821831218648 0.0264646464646464 0.762279034640055 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
26 "1364712676_172" -0.0197059221665158 0.676060606060606 0.988328668365288 "FALSE" "FALSE" "FALSE" -0.00862513662630756 0.674040404040404 0.993277322477023 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
27 "1364607816_874" 0.00629030059531798 0.896060606060606 0.991298079508919 "FALSE" "FALSE" "FALSE" 0.00296414486528807 0.883131313131313 0.996416775723442 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
28 "1364585005_654" -0.0183137617502263 0.698686868686869 0.988480778476922 "FALSE" "FALSE" "FALSE" -0.00870585361543149 0.67050505050505 0.993207631915091 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
29 "1364615682_191" -0.0802813207775827 0.0876767676767677 0.907788415232248 "FALSE" "FALSE" "FALSE" -0.0368958941076804 0.0908080808080808 0.919715225442686 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
30 "1364500431_884" -0.101913133939681 0.0273737373737374 0.756319438230125 "FALSE" "FALSE" "FALSE" -0.0371920959027355 0.0882828282828283 0.917448316834854 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
31 "1364582776_418" -0.0132991771094812 0.772929292929293 0.989627660434656 "FALSE" "FALSE" "FALSE" -0.00691407123095487 0.732121212121212 0.994327063192235 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
32 "1364520788_963" 0.0530337055428712 0.25979797979798 0.968040067328493 "FALSE" "FALSE" "FALSE" 0.0197227340605701 0.344444444444444 0.981620870779361 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
33 "1364487553_960" 0.0352394295711005 0.454949494949495 0.982071903259251 "FALSE" "FALSE" "FALSE" 0.0182708737986857 0.379191919191919 0.983616239980583 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
34 "1364562162_325" -0.0631561431740944 0.178080808080808 0.953251095533315 "FALSE" "FALSE" "FALSE" -0.0236042268547162 0.262828282828283 0.974103879040941 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
35 "1364615806_378" 0.033861423547108 0.474444444444444 0.982871718110402 "FALSE" "FALSE" "FALSE" 0.0171508023836681 0.409191919191919 0.985270771775364 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
36 "1364532155_19" -0.014954181659765 0.748282828282828 0.989228106557498 "FALSE" "FALSE" "FALSE" -0.00772895943986073 0.702929292929293 0.99382086112199 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
37 "1364568926_591" -0.00867881496831474 0.852929292929293 0.990767224215461 "FALSE" "FALSE" "FALSE" -0.00361784685630211 0.857979797979798 0.996119244395971 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
38 "1364539153_452" 0.0590237356590359 0.211414141414141 0.960607366438445 "FALSE" "FALSE" "FALSE" 0.02872009854285 0.177676767676768 0.960270761347766 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
39 "1364564890_764" -0.0744065271376645 0.115050505050505 0.928543515148176 "FALSE" "FALSE" "FALSE" -0.0189703641669952 0.361919191919192 0.982542186714003 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
40 "1364536464_969" -0.029366890407828 0.534545454545455 0.984947978108204 "FALSE" "FALSE" "FALSE" -0.0142649133660638 0.495858585858586 0.988945743203648 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
41 "1364544867_704" 0.0509122867071352 0.27969696969697 0.970374153841702 "FALSE" "FALSE" "FALSE" 0.0269095899726759 0.207171717171717 0.965729181364915 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
42 "1364588054_773" -0.0649149371407212 0.166666666666667 0.950090807218082 "FALSE" "FALSE" "FALSE" -0.0184800705669977 0.373838383838384 0.983293713513995 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
43 "1364564058_515" 0.028164232181929 0.551010101010101 0.985296656655454 "FALSE" "FALSE" "FALSE" 0.0147475615779891 0.481010101010101 0.988408417394159 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
44 "1364692914_58" 0.0944715624386453 0.0428282828282829 0.829709983348974 "FALSE" "FALSE" "FALSE" 0.0399203847623434 0.0690909090909091 0.895402999106872 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
45 "1364518236_378" -0.000707243448997444 0.987777777777778 0.992073353620469 "FALSE" "FALSE" "FALSE" -0.00037546490752743 0.985151515151515 0.99688659272676 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
46 "1364502791_640" 0.00423220614633317 0.928181818181818 0.991661699104155 "FALSE" "FALSE" "FALSE" 0.00225534116387557 0.91040404040404 0.996611524238548 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
47 "1364502244_386" -0.0509451736298714 0.279191919191919 0.970318898431198 "FALSE" "FALSE" "FALSE" -0.0166875895738877 0.422525252525253 0.985932257366097 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
48 "1364595710_879" 0.00332282549329086 0.944040404040404 0.991832189747025 "FALSE" "FALSE" "FALSE" 0.0017190341461515 0.931616161616162 0.996838396284299 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
49 "1364532109_657" 0.0122326917211213 0.792727272727273 0.989930834451731 "FALSE" "FALSE" "FALSE" 0.00437603151481417 0.828686868686869 0.995750202604251 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
50 "1364560226_879" 0.0686354266330441 0.145050505050505 0.942823342685329 "FALSE" "FALSE" "FALSE" 0.0338018817082157 0.117575757575758 0.938165211641297 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
51 "1364538308_65" -0.0543414494942847 0.248181818181818 0.966510622646393 "FALSE" "FALSE" "FALSE" -0.0133631319091258 0.523939393939394 0.989880039091624 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
