"id" "SNPnames" "RDA1" "PC1" "PC2" "PC3" "PC4" "CAP1" "MDS1" "MDS2" "MDS3" "MDS4" "corresponding_file"
1 "1364994901_550" -0.0278631583322581 0.0486534226508053 -0.0106725438366383 -0.0380792983445176 -0.0649572464039464 -0.0135645772098639 -0.0213408285372499 -0.00924103324172069 0.0170748784531567 0.0317230352466583 "IBD_R90_1351142954_453_3_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
2 "1364960436_895" -0.072513934490125 0.0128299701001477 0.0463364814356129 -0.00345416281651599 -0.0285384958301083 -0.0350353425494983 -0.010771142420625 0.0208771374107724 -0.000135613835162479 0.0142222953840328 "IBD_R90_1351142954_453_3_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
3 "1364837930_109" -0.0420439494628043 0.0279590476598453 0.00329131651912185 -0.044745791286097 0.0189257508758186 -0.014152967023137 -0.00982215201238716 0.000828509417839357 0.0142469323986793 -0.00619336686194835 "IBD_R90_1351142954_453_3_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
4 "1364966569_216" -0.0286117867030733 0.0805656035542453 -0.0043368071497736 0.0354149346728483 0.000449941593195262 -0.0148516598866566 -0.0387343793863296 -0.0146284530287007 -0.0162514686348094 -0.00206845630579188 "IBD_R90_1351142954_453_3_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
5 "1365071018_449" -0.0345126000017795 0.0160454887013907 -0.013767929820652 -0.0330511066329398 -0.05999570047992 -0.0172583413897459 -0.00660120499607162 -0.00537529110195387 0.0157299076840347 0.030276623430095 "IBD_R90_1351142954_453_3_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
6 "1364857446_548" 0.0175009373768482 0.0276414052208626 -0.0329450308496329 -0.00238920550321588 0.0506684458231258 0.00910320601490585 -0.00910598004884791 -0.0203372461149804 0.00337830581983471 -0.0263161274570869 "IBD_R90_1351142954_453_3_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
7 "1364963555_226" 0.0280931841013967 0.090216416566668 -0.0135137334719922 0.0128423614436766 -0.0532193398571643 0.0117236533618557 -0.0340631337158187 -0.0147129840950071 -0.00398868254963041 0.0214263974555961 "IBD_R90_1351142954_453_3_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
8 "1365009508_686" -0.0491817483175604 0.0379788612786199 0.0263928451729137 -0.0285294926026044 0.0633740099969645 -0.013118466954204 -0.0113403726362899 0.00408464176521727 0.00682368102900804 -0.0167893618434592 "IBD_R90_1351142954_453_3_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
9 "1364879545_112" -0.0235195729982997 0.0174144398399431 0.0381633668735702 0.0122316706361487 -0.0489702272292493 -0.0112450602664045 -0.0126136309336381 0.0134452105622066 -0.00753920544305632 0.0209864357477585 "IBD_R90_1351142954_453_3_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
10 "1365006027_495" 0.032433127944279 0.00618576771477094 -0.0337450905843824 -0.0612316068135274 -0.00589181800344447 0.0173882901255225 0.000972963637910599 -0.0150051721099827 0.0337285786745348 0.00252714418812312 "IBD_R90_1351142954_453_3_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
