"id" "SNPnames" "RDA1" "PC1" "PC2" "PC3" "PC4" "CAP1" "MDS1" "MDS2" "MDS3" "MDS4" "corresponding_file"
1 "1364880225_571" -0.0297282135645133 0.0850185220106897 -0.0250256745263778 -0.00163023147297153 0.00672912134586479 -0.0106950825825376 0.0236104756955865 -0.00816381768705539 0.00148998497291908 -0.00155494914473871 "IBD_P90_1351142986_950_11_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
2 "1365027284_287" 0.0363102331793046 0.0915309695450591 -0.014664747222241 -0.028128915845713 0.003664682842099 0.00759497027724835 0.0133957631727784 -0.00206799450116571 0.00588455339751886 0.00165271659072073 "IBD_P90_1351142986_950_11_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
3 "1364935457_853" -0.0674120606458767 0.0402349319419947 -0.0523870395926171 0.0412568878436144 0.0188977233145914 -0.0129620901670285 0.00711156532748034 -0.0087802896389304 -0.0064742950069891 -0.00459924947732603 "IBD_P90_1351142986_950_11_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
4 "1365031093_959" -0.0124927198982112 0.0625135605196404 0.00654831638023795 0.0505893903693094 0.00793296888396637 -0.00321649365123488 0.0104030645778444 0.00200279198010527 -0.0105266460066968 -0.00881969789441462 "IBD_P90_1351142986_950_11_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
5 "1364905498_938" 0.0336367323925053 0.0153239865797774 0.0694910236323907 0.0440080660616027 0.00470721633996189 0.0131120742258278 0.00295743264861085 0.026502928048715 -0.0138242562157131 -0.00896285376597968 "IBD_P90_1351142986_950_11_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
6 "1364858164_477" 0.0335714618804473 0.0783544904694561 -0.0439828120997689 -0.00213529422865076 -0.0273169340805993 0.0124590830394231 0.0236373652305055 -0.0139854240051993 -0.00689392277910719 0.00827033523713164 "IBD_P90_1351142986_950_11_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
7 "1365084427_559" -0.0101052825701875 0.0300231206824391 0.0178244811938999 0.00230541735527269 0.0662769402137589 -0.00375503805020752 0.00979343270119961 0.00801253785749827 0.0130862862992281 -0.0214091318481775 "IBD_P90_1351142986_950_11_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
8 "1364968887_891" 0.00249520265349512 0.0468452437219052 0.0558029773943078 -0.00511166170225066 0.00477188583659643 0.000847961929421945 0.0120861673023575 0.0194569474473627 0.00390073653489514 -0.000306726952127829 "IBD_P90_1351142986_950_11_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
9 "1364981128_458" 0.0167975442131047 0.0295956149980075 0.0268325189652342 0.00309306336712564 -0.0448018846604439 0.006249622330241 0.00712388286274046 0.0104354325702919 -0.00667117506126277 0.0135250324447298 "IBD_P90_1351142986_950_11_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
10 "1364856428_379" 0.0174803772084947 0.0557461731765231 -0.0450039840278626 -0.0589139401990503 0.0126100572331785 0.00511037053930924 0.0145339945082031 -0.0112826087804142 0.0158502220573897 0.00461732399111546 "IBD_P90_1351142986_950_11_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
