"id" "SNPnames" "rda_veganv2.4-3_axis1loading" "rda_veganv2.4-3_PC1" "rda_veganv2.4-3_PC2" "rda_veganv2.4-3_PC3" "rda_veganv2.4-3_PC4" "dbrda_veganv2.4-3_axis1loading" "dbrda_veganv2.4-3_MDS1" "dbrda_veganv2.4-3_MDS2" "dbrda_veganv2.4-3_MDS3" "dbrda_veganv2.4-3_MDS4" "corresponding_file"
1 "1364319609_344" -0.00350865750696135 0.109242259147536 0.00496441941011996 -0.00769376102316132 0.00540932500300608 -0.00117536999961953 0.031258537323694 -0.00559634875030871 0.00792359444933319 -0.00750338418493262 "IM_T90.9x10s_1351142970_988_8_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
2 "1364284160_272" 0.0200779245984352 0.0908057752332588 0.0112167655177584 -0.00937234742138823 -0.017361935208041 0.00623843881401103 0.0246025001091362 0.00155449853782375 0.001043192738624 0.00439215754378696 "IM_T90.9x10s_1351142970_988_8_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
3 "1364248276_657" 0.0233816951346797 0.0438715643865382 0.0310142940070951 -0.0447986283019077 0.0114934219872269 0.00520696460852019 0.00953202123591392 -0.00778624076425722 0.0040637757240676 -0.0079451118716316 "IM_T90.9x10s_1351142970_988_8_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
4 "1364298566_489" -0.0237975559504658 0.039256443552655 -5.90088996343279e-05 0.0168180650144522 -0.0180726668148863 -0.00557862437692353 0.0069391009608038 -0.0051101570497601 0.0092447482664346 -0.00473814483718409 "IM_T90.9x10s_1351142970_988_8_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
5 "1364310280_488" 0.0124529073852421 0.0339132604473475 -0.0261996730721404 0.0111337853318477 -0.00343890105309995 0.00308459946081882 0.00582760937540078 0.00168116896556152 0.00617378165728169 -0.00730064956037314 "IM_T90.9x10s_1351142970_988_8_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
6 "1364250812_690" 0.0112041967358277 0.0605457645858673 0.0252443360479284 0.0194050074249333 -0.0128357883331559 0.00366898896642121 0.0178067728598243 0.00470831363747407 0.0081803350728611 -0.00186085095861626 "IM_T90.9x10s_1351142970_988_8_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
7 "1364268256_329" -0.00548008718348999 0.0287997932095752 -0.0131687179659897 -0.00297489599426335 0.00283554310129991 -0.00162528766849809 0.00720539456656638 -0.00239608335029763 -0.00796433714435541 -0.00619656556722804 "IM_T90.9x10s_1351142970_988_8_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
8 "1364243568_584" -0.0359952565194433 0.0623617800592239 -0.0192521404271475 -0.0381328886623187 0.0288053276446008 -0.0117709616235615 0.015676854471193 -0.00690142798429209 0.0014242905825145 -0.00972779294590853 "IM_T90.9x10s_1351142970_988_8_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
9 "1364317444_919" 0.0350417371924372 0.0287833567160767 -0.0180610406050616 -0.0210292778315449 0.0159257535443756 0.0116495242032032 0.00732741950844336 -0.0143868917494421 0.00315931379851231 0.00308591503432913 "IM_T90.9x10s_1351142970_988_8_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
10 "1364263984_775" 0.0144881697643413 0.0781553445911182 -0.00582770041468267 0.0238939137530247 -0.00318785169161199 0.00498756055249632 0.0214757387990148 -0.000208310589362278 0.00252969155481537 -0.00801082003521524 "IM_T90.9x10s_1351142970_988_8_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
