"id" "SNPnames" "rda_veganv2.4-3_axis1loading" "rda_veganv2.4-3_PC1" "rda_veganv2.4-3_PC2" "rda_veganv2.4-3_PC3" "rda_veganv2.4-3_PC4" "dbrda_veganv2.4-3_axis1loading" "dbrda_veganv2.4-3_MDS1" "dbrda_veganv2.4-3_MDS2" "dbrda_veganv2.4-3_MDS3" "dbrda_veganv2.4-3_MDS4" "corresponding_file"
1 "1364842445_751" 0.0410208626484241 0.0930631251837242 -0.0302729064088018 -0.05274787084693 0.00871639809761513 0.0140762435587664 0.0222837286574052 0.0155719175189052 -0.00892392214344409 -0.00837933927659666 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
2 "1364920594_209" 0.0394504094327577 0.104637142390307 -0.0296828311493861 -0.000241192591721074 0.0227586599051868 0.0143380765673121 0.0284099368675981 0.00774079376934897 0.00796075507862975 -0.00920221846464496 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
3 "1364946896_883" 0.0232125962092912 0.0595381755798491 0.0934657193731816 -0.0568083522877041 -0.00626738419190973 0.00776316054162037 0.0136700873768916 -0.0165744169755165 -0.0331944026302701 -0.00183523146782526 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
4 "1364961632_417" 0.0117076070238744 0.0834377397127554 -0.0446800349166125 0.041672355603188 -0.0305606443051874 0.0041896739134199 0.0208598773791305 0.00733430778845575 0.0176709977058002 0.0119979389586012 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
5 "1365064079_446" 0.0386724787433657 0.0239042785332396 0.00212134673164849 -0.0453199918523149 0.0319024457321356 0.014680220276056 0.00689716958918091 0.00478790217907164 -0.0109741191001367 -0.0140713080230683 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
6 "1364926871_397" 0.00222452602620458 0.0739006127753793 -0.0234174133712497 -0.0218890259216195 -0.0235778916152926 0.000860602524201641 0.0239678880751662 0.0128619005129471 -0.00265815203603491 0.00658234511435006 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
7 "1364900517_227" 0.00982802940580076 0.0317902533928167 -0.0408323720422641 0.0223384839165562 -0.0308495379975224 0.00341530234433663 0.00810371393391812 0.00853946011269479 0.0135622452145648 0.0111125529376561 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
8 "1364880140_706" 0.0057649699738092 0.0635209705087183 -0.0185509011998095 -0.0272034201869488 -0.0279024687471999 0.00217022006178925 0.0180583261043043 0.010059521242645 -0.00613667001223626 0.00691655454331291 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
9 "1364943951_722" 0.0158728487533794 0.0081710311148616 -0.022897475920689 0.0078372405257627 -0.0240819079177189 0.00571696523154186 0.000703304969855311 0.00660048815601638 0.00672309355419037 0.00905156974408907 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
10 "1364846440_406" 0.00297559986703169 0.0805189790063995 0.00589190754150091 -0.0241488400065049 0.00882682561514833 0.00113039479206663 0.0228701416513134 0.00026418024182095 -0.00471810074824296 -0.00540822730078531 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
11 "1365096897_575" -0.0113453955979896 0.0777924431660271 -0.0549187790383964 -0.00428953671549694 0.06576810805626 -0.00407985192628368 0.0227584676292447 0.0163922027201208 0.0133920571399018 -0.0215879612214044 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
12 "1364928230_7" -0.0593753983724233 0.0360162101654892 -0.0272271916456703 -0.0279263337851259 0.0225753287841866 -0.0101934211384669 0.00443716649425038 0.00486872394646274 -0.000332007727213972 -0.00555406333821059 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
13 "1364942346_667" 0.024832335216098 0.0653089076632514 -0.0706242936038619 0.0226497303679146 0.0145399276266616 0.00766395302162653 0.0156189186513538 0.0144248429601637 0.0170216713118872 -0.00355831203427673 "IBD_P90_1351142970_988_7_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
