"id" "SNPnames" "RDA1" "PC1" "PC2" "PC3" "PC4" "CAP1" "MDS1" "MDS2" "MDS3" "MDS4" "corresponding_file"
1 "1364250208_10" 0.0304450871820029 0.0725221911993444 0.0441452322672736 -0.0313612400562978 -0.0340927545834267 0.00534516260155548 0.00925332392642364 -0.00797369984981839 -0.00448448999561506 0.00161200583293078 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
2 "1364308767_517" 0.0304583713438015 0.0907109660041311 0.0150110847094875 0.00111428504033525 -0.0503925412764909 0.00886714082296851 0.0223994569432483 -0.00180725664351996 -0.013657728484332 0.0113950322796345 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
3 "1364265410_977" -0.0242995516772517 0.0390630518277058 -0.0215374394706504 0.0263806233786316 -0.0295481063253362 -0.00456315771807803 0.00633468258966869 0.00322353071403349 -0.00504274925592956 0.00659404584710148 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
4 "1364323180_713" -0.0144046275802535 0.0152904348989226 0.0121572422552897 0.0132028365738479 0.00137643744252173 -0.00233458086698851 0.00177592241039892 -0.000481892087377362 0.00141081092466797 0.0047185592039614 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
5 "1364244612_619" -0.00552400292649185 0.0157474076007436 -0.00508135377802662 0.00298467882298916 0.0389612240057556 -0.00169486634157262 0.00451428246588248 0.0079633941218337 0.0194669789556998 0.00358128627781048 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
6 "1364269446_745" -0.00821868387017955 0.0310603914465762 -0.0383752661956004 -0.021610048317581 0.00717119136889619 -0.00166423212397768 0.00645163365046861 -0.00396991919096313 -0.00106382771931258 0.000996152937697974 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
7 "1364293623_69" 0.00292193753328394 0.0305571868053205 0.0186963601994047 -0.0178695410396331 -0.000881973204739557 0.000747478113669879 0.00580757029287433 -0.000942102651151703 0.00635305373237718 0.00301200718460413 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
8 "1364260410_415" 0.0209584707063775 0.0702266669564384 0.00805275537871986 0.0389217979421982 -0.0259944576775296 0.00633352283049773 0.0179043290016048 0.00636679099364857 -0.0126784904216046 -0.00188500467437143 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
9 "1364249050_919" -0.023001006378126 0.0300905768527375 0.0191861466599378 -0.0414144948019366 -0.0066594946931106 -0.00784204046416927 0.00788953286600176 -0.014110104382364 -0.000951541147683723 0.00866992196677108 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
10 "1364289879_743" 0.00655490770586304 0.0721734710868815 0.0328435534417748 -0.0391629624374159 0.00458118437072384 0.00224971450680515 0.0189268455489427 -0.0187849118823004 0.00206827331658489 -0.00761591473171568 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
11 "1364278676_987" 0.00452347344592365 0.0683668055997801 0.0319383466588114 0.0375789428112564 -0.0409982941275842 0.00145960846657871 0.0182891396328707 0.00984406443606346 -0.0208687051959328 -0.00491220745997589 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
12 "1364261252_324" -0.0149649484856353 0.0473842666194689 -0.0502413030461947 0.0390268613166417 -0.00270527174335967 -0.00363027292576404 0.0115046663552474 0.00204040498240859 -0.00183115532669613 -0.00968312931743701 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
13 "1364261739_10" 0.00200740842248426 0.0485702252816468 -0.0583862588205192 -0.0225267884830646 -0.0630453873548529 0.000515797996469053 0.0127345487290713 -0.00830528947723926 -0.0100468922532054 0.00818552001881298 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
14 "1364259466_812" 0.000949906953560059 0.0987840582739589 -0.0356379145903192 -0.0456034102827356 -0.0214218608628993 0.000293820644450647 0.0283709637101862 -0.015486364164584 0.00331418554344058 -0.00434401379295713 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
15 "1364250588_814" -0.0125236466835934 -0.0238651820791476 0.0389506044246787 0.0299167947276754 0.0100667736709995 -0.00217177937102594 -0.00475880768715136 0.00436768085446985 -0.00101442201285016 0.00394808065239758 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
16 "1364254790_865" -0.0256882244637211 0.0950097821969389 -0.0023314649752958 0.0165919077877492 0.0538408620181429 -0.00877865900592735 0.0285126612046032 0.00851661898947943 0.0130808347559207 -0.00138535544516837 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
17 "1364312171_750" 0.00920246472951688 0.0750769643898562 0.0344074774930587 0.00524230470578262 -0.0237874436116528 0.00249094488331393 0.0161287907033932 0.00348596054823384 -0.00996584863830337 0.00561002765713577 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
18 "1364251714_524" 0.0172394513722413 0.0254590599573053 -0.0520243141751405 -0.0199307962545917 -0.0438598379308918 0.0044869872875768 0.00704730700950666 -0.00902084398046533 -0.00170758150293227 0.00185891362220216 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
19 "1364258777_133" -0.0028796834498154 0.0881117647989572 0.0120900096185271 0.00939720978350284 -0.00266584090675065 -0.000988317855535911 0.0256685721510932 -0.0101511021188539 -0.00599550837281814 -0.000913769912993479 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
20 "1364315098_339" -0.0110015305867183 0.0805599739568289 -0.0122809198672542 -0.00504482794653535 0.0325802820759161 -0.00365415687234947 0.0236889110390193 -0.00747745113702496 0.012216423220607 -0.00806391846890816 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
21 "1364254677_639" 0.0110851922477027 0.0807083516196657 -0.0372140533774464 0.0754017796249688 -0.037299908205251 0.00296712756748504 0.0199068157654939 0.0116012279382844 -0.0135607201130218 0.00256975991618069 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
22 "1364285998_557" -0.0280527045158604 0.0618163409456683 0.0302582952089686 -0.0223827786304453 0.021571366442078 -0.00961113448747567 0.0170350129845374 -0.00962108996512635 -0.00251153696083704 0.00541482405340044 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
23 "1364299698_865" 0.0337707572711917 0.0250617575938951 -0.010246186670754 -0.0404508534034137 0.0220476782973961 0.0087896624605855 0.00574779035773971 -0.00603942946452362 0.00707634509872753 0.00211015571086369 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
24 "1364257603_868" -0.0139240057555534 0.0492289035333305 0.029750801355493 -0.0386852404441571 0.0212493407358979 -0.00465119926368827 0.012745064194341 -0.0024980016063927 0.0134473860309866 0.00915316513709323 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
25 "1364297160_57" -0.0104153452790247 0.0475823908252776 -0.0405445683521729 -0.0123263904656429 -0.0166404698284443 -0.00337489469054093 0.0145629177687254 -0.00891996840221402 -0.00561872242846367 0.0119274207691233 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
26 "1364278892_529" -0.00791439734499952 0.00785970256639436 -0.0302074669867143 -0.0290279070058578 -0.00896324576154461 -0.00162979472238126 0.00210093235587178 -0.00276635251690525 -0.00226305370992954 -0.00476372409359838 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
27 "1364303720_914" 0.0119777523725404 0.0508130538883756 0.002746428601542 0.0300406512331597 0.0419550516419475 0.00398234005368332 0.0146233815839536 0.0200168750730115 0.0120237717435368 -0.00695497002381597 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
28 "1364291508_200" -0.0450250572522029 0.103866886591701 -0.0169358182153917 0.0315938107382298 -0.00617687990194681 -0.0154479933818637 0.0313370024042234 0.0123506032438824 -0.00728421197231236 0.0146823236776944 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
29 "1364282576_259" -0.026755822999212 0.0457083832980932 0.00797906477640626 0.0652266953679559 -0.00282071776067839 -0.00761259779941273 0.0110949297252905 0.0156957461842334 -0.00140629815504354 -0.00598563363910738 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
30 "1364289403_895" -0.0247082277808445 0.0469090838064538 -0.0597151469909246 0.00352401394834426 -0.0199410338326791 -0.00579911216603845 0.0113843692044859 -0.00234972912562807 -0.0040504386304808 0.000450946939801236 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
31 "1364298819_68" 0.000135158571895457 0.0442237781924205 0.00783860939424081 0.0316256181858386 0.0178989718847067 4.60814180240276e-05 0.0123285079524129 0.0196085263349682 -0.00744205127096518 0.0104898711761435 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
32 "1364250453_901" -0.00759589918642143 0.0759843401246645 0.00686211978509897 -0.0105370562452803 0.00834665274622292 -0.00260636802332256 0.0227658313332555 -0.00299449460813012 0.000884563843905993 -0.0243515598089866 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
33 "1364238118_389" -0.00369500249654436 0.0468886213900771 0.00385479572703097 0.0240226247220448 -0.0609516069690877 -0.00126032057594714 0.0134459150687601 0.00120515249619926 -0.0293903256947451 0.013961604731742 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
34 "1364294419_145" -0.0064980778332867 0.0558441879828236 0.0378938989558084 0.015907926321019 0.0322608260916769 -0.00202550894001003 0.0137517312152271 0.00679375018439766 0.00609407112769233 -0.0020470359780932 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
35 "1364303881_306" -0.0127811525071505 0.0309314362262417 0.043283743217687 -0.0121109519166941 0.0350586453095011 -0.00347223681285115 0.0044527929405105 -0.0099924519419914 0.00150650037758921 -0.00506376652965375 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
36 "1364282821_167" -0.0316421925057933 0.00536940498143993 0.0167467449972922 -0.00587419170213957 -0.011828103589066 -0.00926152229829044 0.00053432140775062 0.00188296894142101 -0.00161660523015012 0.0129144412306759 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
37 "1364297628_106" -0.0324446478385097 0.0980122888363785 -0.0149210045237102 0.0236356480098313 0.012839747169422 -0.0111225120832965 0.0302979925601227 0.0161759583384191 0.00916153766789056 -0.0106326377707117 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
38 "1364310698_236" 0.00656384939814617 0.10058980932001 0.0037383184147284 -0.00182766000418997 -0.0583083755533748 0.00191088933473009 0.0241960699251985 -0.00617615448684545 -0.0150055353240204 0.018246058947021 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
39 "1364276481_979" 0.00596462848567219 0.0186501521612153 -0.0532086780669944 0.00129555958402796 0.0164098086256498 0.00204151438198844 0.00816497319173829 -0.00555101454233069 0.000149428021069135 0.0150652050747033 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
40 "1364238779_333" 0.0151455344982011 0.0372014658804974 0.00715159531784384 -0.00278768072921379 -0.000547875831872497 0.00516376946442296 0.0111625239340507 0.00590790141511938 0.0016348463915751 0.00954590212047783 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
41 "1364257893_126" 0.0396231852006448 -0.0237393598196478 0.0080125476469053 0.00468265901352822 -0.0154438213476473 0.00632687369569319 -0.00374846425101558 0.00318193319879659 0.00449581683816364 -0.00532524283372836 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
42 "1364268128_377" 0.000320888561344719 0.049489474949451 0.026706582275215 0.0141733926971796 -0.0414084817092901 0.000110096125901704 0.013890877739386 0.000689695566914904 -0.0159189973245575 -0.00373610261140597 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
43 "1364265693_254" -0.00888003304449724 0.0517061356739185 0.0419805836642816 -0.00609461376566821 -0.0310358585223313 -0.00178260098312776 0.00789996545914057 -0.00246688100769582 -0.00349257902155105 -0.00444900096857034 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
44 "1364277173_306" 0.024950979354973 0.0683418002324074 -0.0276028815023871 0.0004794061716617 -0.00992566607666589 0.00784857922102527 0.0203401065452294 0.00284504412465709 -0.0105315258150379 0.0110615418572581 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
45 "1364271744_677" 0.0222925440026641 0.089442481952677 -0.038768187966793 -0.0438466842451793 0.0137255021595949 0.00764473995165858 0.0282778941547343 -0.0129916262648183 0.0100801227495908 -0.00253760759854899 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
46 "1364316075_988" -0.0302723902820932 -0.0131975319554627 -0.000560400270118043 -0.00162909202278771 -0.00937021965106626 -0.00382862136188973 -0.0017560129671384 0.00214620196842415 -0.00115914124067909 -0.000670209024966422 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
47 "1364316044_310" 0.00866910694930039 0.056834759433509 0.0171935066226023 0.00666185010295967 -0.0039189102921579 0.00297484051013839 0.0165492485609561 0.00687235238698183 -0.00419497520989375 -0.00819196425936456 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
48 "1364314703_72" 0.033085827294061 0.0515643948341483 -0.00436521803549545 0.00809790958669474 0.00546570876445673 0.0113491776974296 0.016239631153952 0.0060194892148168 -0.00456582997655724 -0.00671632204770569 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
49 "1364272962_120" 0.0448551154245558 0.0472668334880874 -0.016389543526151 0.0226542120887482 0.00407091168963185 0.0132658488868249 0.0131845439679633 -0.000834713475833084 0.000992371397577079 -0.00184131643626064 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
50 "1364265327_939" -0.0490409341434212 0.0399749106878302 -0.0065307786252527 -0.038356324081476 0.00525802172319382 -0.00920928583829821 0.00659233575691004 -0.0017346524245196 0.00522063255532376 -0.00108854798090065 "IM_R90_1351142954_453_4_NumPops=90_NumInd=6Bayenv2LFMMpca.Cpval"
